,ID,ID_ORIGINAL,Gender,Portuguese_Citizenship,Age,Frequent_Traveler,Cellphone_Usage,Household_Size,JournalReader,Satisfaction_Level,Occupation,Political_Participation,Social_Person,Area_Residence,Household_Income
509,1509,460145,Female,No,36,Yes,Low,1.0,1,4.0,Private company,Unknown,Yes,City,7000
510,1510,462794,Male,No,27,No,High,5.0,0,1.0,Private company,Some involvement,No,City,19610
511,1511,465833,Male,Yes,43,No,Average,3.0,0,2.0,Public company,Strong involvement,Yes,Country-side,8261
512,1512,465389,Male,Yes,46,Yes,Low,2.0,1,3.0,Private company,Unknown,No,City,8261
513,1513,465360,Female,Yes,49,Yes,Average,2.0,1,3.0,Private company,Unknown,No,City,8261
514,1514,461419,Male,Yes,27,No,Average,2.0,1,2.0,Private company,No involvement,No,City,10783
515,1515,460117,Female,Yes,48,Yes,High,1.0,0,5.0,Student,Strong involvement,No,City,18349
516,1516,461598,Female,No,27,Yes,High,1.0,0,3.0,Private company,Unknown,No,City,17088
517,1517,465633,Male,Yes,83,Yes,High,2.0,1,5.0,Public company,Strong involvement,No,City,7000
518,1518,461541,Male,No,36,Yes,High,3.0,0,2.0,Public company,Strong involvement,No,City,18349
519,1519,461683,Male,Yes,43,Yes,High,4.0,1,2.0,Public company,Strong involvement,No,City,8261
520,1520,463807,Female,No,33,Yes,Low,3.0,1,2.0,Private company,Some involvement,Yes,Country-side,7000
521,1521,459465,Female,Yes,27,Yes,Low,5.0,1,1.0,Private company,No involvement,No,City,10783
522,1522,463367,Female,No,35,Yes,Low,4.0,1,1.0,Private company,Strong involvement,Yes,City,12044
523,1523,461290,Male,No,22,No,High,2.0,0,2.0,Private company,Some involvement,No,City,7000
524,1524,467886,Female,Yes,46,Yes,Low,2.0,1,3.0,Private company,Unknown,No,City,7000
525,1525,459545,Female,No,20,No,High,4.0,0,1.0,Government,Strong involvement,No,City,7000
526,1526,463717,Female,Yes,70,Yes,Average,4.0,1,2.0,Private company,Unknown,No,City,8261
527,1527,459471,Female,No,32,No,Low,8.0,1,1.0,Private company,Unknown,No,City,7000
528,1528,465542,Female,Yes,62,No,Low,5.0,0,2.0,Government,Strong involvement,Yes,City,7000
529,1529,466576,Female,No,20,No,High,4.0,0,1.0,Private company,Some involvement,No,City,7000
530,1530,463662,Male,Yes,41,Yes,Average,2.0,1,3.0,Private company,No involvement,No,City,9522
531,1531,459280,Male,Yes,60,Yes,Low,1.0,1,6.0,,,No,City,7000
532,1532,465403,Female,No,27,No,High,5.0,0,1.0,Private company,Some involvement,Yes,City,18349
533,1533,464028,Female,No,21,No,High,5.0,0,1.0,Private company,Some involvement,No,City,7000
534,1534,461820,Female,Yes,38,Yes,Average,2.0,1,2.0,Government,Strong involvement,No,City,7000
535,1535,465142,Male,No,23,No,High,4.0,0,1.0,Private company,Some involvement,No,City,7000
536,1536,461350,Male,No,30,No,High,4.0,0,1.0,Private company,Some involvement,Yes,City,8261
537,1537,460224,Female,No,25,No,Low,3.0,1,1.0,Private company,Some involvement,No,City,8261
538,1538,460041,Female,Yes,48,No,Low,3.0,0,2.0,Private company,Unknown,No,City,17088
539,1539,462993,Male,Yes,30,No,Average,3.0,1,1.0,Private company,Unknown,No,City,7000
540,1540,461787,Male,Yes,72,Yes,Average,2.0,1,4.0,Private company,Unknown,No,City,7000
541,1541,464929,Male,Yes,69,No,Average,3.0,1,3.0,Government,Strong involvement,Yes,Country-side,7000
542,1542,467061,Female,No,29,Yes,High,1.0,0,3.0,Nothing,Strong involvement,No,City,23393
543,1543,461280,Male,No,20,No,High,4.0,0,1.0,Private company,Some involvement,Yes,City,15827
544,1544,462320,Female,Yes,51,Yes,Average,2.0,1,3.0,Private company,Unknown,Yes,City,7000
545,1545,465218,Male,Yes,36,Yes,Average,2.0,1,2.0,Private company,Unknown,No,City,7000
546,1546,459434,Female,Yes,78,No,Low,1.0,1,8.0,Self-employed,Strong involvement,No,City,8261
547,1547,462577,Female,Yes,70,No,Average,2.0,0,4.0,Student,Strong involvement,Yes,Country-side,7000
548,1548,466493,Male,Yes,77,No,Average,2.0,0,4.0,Self-employed,Strong involvement,No,City,7000
549,1549,464170,Male,Yes,38,No,Low,1.0,1,4.0,Private company,Unknown,No,City,17088
550,1550,459449,Male,Yes,43,Yes,Low,2.0,1,3.0,Private company,Unknown,No,City,7000
551,1551,459109,Male,Yes,49,Yes,Average,4.0,1,2.0,Private company,No involvement,No,City,15827
552,1552,459878,Male,Yes,47,No,Average,5.0,1,1.0,Private company,No involvement,No,City,8261
553,1553,466653,Male,Yes,41,Yes,High,1.0,0,5.0,Private company,No involvement,No,City,13305
554,1554,459061,Female,Yes,39,Yes,Average,3.0,0,2.0,Private company,Some involvement,No,City,18349
555,1555,463998,Female,No,27,No,Low,3.0,1,1.0,Private company,Strong involvement,No,City,7000
556,1556,460510,Male,Yes,35,Yes,Average,2.0,1,2.0,Private company,No involvement,Yes,City,7000
557,1557,462324,Male,Yes,65,Yes,Average,2.0,0,4.0,Private company,No involvement,No,City,7000
558,1558,467286,Male,No,27,Yes,High,3.0,0,1.0,Private company,Some involvement,Yes,Country-side,8261
559,1559,467503,Female,No,26,Yes,Low,4.0,1,1.0,Private company,Unknown,No,City,8261
560,1560,461782,Female,Yes,45,Yes,High,5.0,1,1.0,Private company,Unknown,No,City,7000
561,1561,467272,Male,Yes,76,Yes,Average,2.0,0,4.0,Self-employed,Strong involvement,No,City,17088
562,1562,462145,Female,No,39,Yes,High,1.0,0,4.0,Nothing,Strong involvement,Yes,City,19610
563,1563,467083,Female,Yes,88,Yes,Average,2.0,0,5.0,Self-employed,Strong involvement,No,City,8261
564,1564,464925,Male,,60,No,Low,2.0,0,3.0,Public company,Strong involvement,Yes,Country-side,14566
565,1565,464720,Male,Yes,46,No,Low,3.0,0,2.0,Government,Strong involvement,Yes,Country-side,7000
566,1566,466654,Male,No,30,,High,1.0,0,3.0,Student,Strong involvement,No,City,17088
567,1567,463714,Male,Yes,57,No,Average,2.0,1,3.0,,,Yes,Country-side,8261
568,1568,466848,Female,Yes,65,Yes,Low,2.0,1,4.0,Private company,Unknown,No,City,8261
569,1569,461634,Male,Yes,63,Yes,High,1.0,0,7.0,Private company,No involvement,No,City,8261
570,1570,461879,Male,Yes,37,Yes,Average,3.0,1,2.0,Public company,Strong involvement,Yes,Country-side,7000
571,1571,463290,Female,No,25,No,Low,5.0,1,1.0,Private company,Some involvement,No,City,8261
572,1572,466121,Female,Yes,57,Yes,Average,6.0,1,1.0,Private company,Unknown,Yes,City,8261
573,1573,466775,Female,Yes,83,Yes,Low,2.0,1,5.0,Self-employed,Strong involvement,No,City,7000
574,1574,466328,Male,Yes,49,Yes,Low,3.0,1,2.0,Private company,Unknown,Yes,City,7000
575,1575,463141,Male,Yes,60,Yes,High,1.0,0,6.0,Private company,Unknown,Yes,City,7000
576,1576,460426,Male,Yes,45,No,Average,2.0,1,3.0,Private company,Unknown,No,City,12044
577,1577,461751,Female,Yes,63,Yes,Average,3.0,1,3.0,Private company,Unknown,No,City,8261
578,1578,463710,Male,No,49,Yes,Low,1.0,1,5.0,Private company,No involvement,Yes,City,7000
579,1579,462425,Male,No,35,Yes,High,1.0,0,4.0,Government,Strong involvement,No,City,10783
580,1580,466170,Male,Yes,74,Yes,Low,1.0,1,8.0,Self-employed,Strong involvement,Yes,City,8261
581,1581,467671,Female,Yes,52,Yes,Low,4.0,1,2.0,Private company,Unknown,No,City,18349
582,1582,461481,Female,Yes,58,Yes,Average,3.0,1,2.0,Private company,Unknown,No,City,18349
583,1583,462990,Female,No,25,Yes,High,5.0,0,1.0,Private company,Some involvement,Yes,Country-side,10783
584,1584,466310,Female,Yes,40,Yes,Average,2.0,1,2.0,Private company,Strong involvement,No,City,7000
585,1585,464474,Female,No,52,Yes,High,1.0,0,6.0,Private company,Unknown,No,City,8261
586,1586,462392,Female,No,32,Yes,High,3.0,0,2.0,Private company,No involvement,No,City,8261
587,1587,467803,Female,Yes,36,Yes,Average,2.0,1,2.0,Private company,No involvement,No,City,15827
588,1588,467728,Female,Yes,38,No,High,5.0,1,1.0,Private company,Strong involvement,No,City,8261
589,1589,466869,Male,Yes,29,Yes,High,3.0,0,1.0,Private company,Some involvement,Yes,City,8261
590,1590,460704,Male,Yes,43,Yes,Low,2.0,1,3.0,Private company,Unknown,No,City,8261
591,1591,461524,Male,No,68,Yes,High,1.0,0,7.0,Self-employed,Strong involvement,No,City,8261
592,1592,459744,Male,Yes,29,Yes,Average,2.0,1,2.0,Private company,Unknown,No,City,18349
593,1593,465446,Female,No,41,Yes,High,1.0,0,5.0,Private company,Some involvement,Yes,City,22132
594,1594,467510,Male,Yes,51,Yes,Low,3.0,1,2.0,Private company,No involvement,No,City,10783
595,1595,464759,Female,No,38,No,High,1.0,0,4.0,Private company,Strong involvement,Yes,Country-side,17088
596,1596,460953,Male,Yes,59,No,High,2.0,0,3.0,Private company,No involvement,No,City,8261
597,1597,467214,Male,No,26,No,High,4.0,0,1.0,Private company,Strong involvement,Yes,City,7000
598,1598,459069,Male,Yes,25,Yes,Low,2.0,0,2.0,Government,Strong involvement,No,City,7000
599,1599,467451,Female,Yes,47,Yes,High,1.0,0,5.0,Private company,Unknown,Yes,City,7000
600,1600,466864,Female,No,32,No,High,1.0,0,4.0,Nothing,Strong involvement,No,City,17088
601,1601,461050,Male,Yes,47,Yes,High,3.0,1,2.0,,,No,City,8261
602,1602,466911,Male,Yes,68,No,High,7.0,1,1.0,Public company,Strong involvement,No,City,8261
603,1603,461930,Female,No,42,Yes,High,1.0,0,5.0,Private company,Unknown,Yes,Country-side,7000
604,1604,463326,Female,No,23,No,High,3.0,0,1.0,Private company,Some involvement,Yes,City,7000
605,1605,459681,Female,Yes,32,Yes,Average,2.0,1,2.0,Private company,Unknown,No,City,7000
606,1606,463967,Female,No,33,Yes,High,2.0,0,2.0,Private company,Strong involvement,No,City,7000
607,1607,462608,Female,No,71,No,High,1.0,0,8.0,Private company,Strong involvement,Yes,Country-side,8261
608,1608,464630,Female,Yes,52,No,High,6.0,0,1.0,Private company,Strong involvement,Yes,Country-side,7000
609,1609,459415,Male,No,26,No,High,4.0,0,1.0,Government,Strong involvement,No,City,7000
610,1610,459423,Male,No,19,No,High,5.0,0,1.0,Private company,Some involvement,No,City,18349
611,1611,459684,Male,Yes,52,Yes,Average,3.0,1,2.0,Private company,No involvement,No,City,7000
612,1612,462034,Female,Yes,38,Yes,High,2.0,1,2.0,Private company,Unknown,Yes,City,18349
613,1613,464261,Male,Yes,61,Yes,High,2.0,1,4.0,Public company,Strong involvement,No,City,7000
614,1614,464722,Male,Yes,35,Yes,High,,0,,Government,Strong involvement,Yes,Country-side,8261
615,1615,460995,Female,No,31,Yes,High,1.0,0,4.0,Student,Strong involvement,No,City,7000
616,1616,465943,Male,No,26,No,High,,0,,Private company,Some involvement,No,City,7000
617,1617,459427,Female,Yes,28,Yes,High,2.0,0,2.0,Private company,Some involvement,No,City,7000
618,1618,467299,Female,No,27,Yes,Low,4.0,1,1.0,Private company,Some involvement,No,City,8261
619,1619,460611,Male,No,26,Yes,Low,3.0,1,1.0,Private company,Some involvement,Yes,City,7000
620,1620,460067,Female,No,39,Yes,High,1.0,0,4.0,Private company,No involvement,No,City,20871
621,1621,466915,Female,Yes,75,No,Average,2.0,0,4.0,Private company,No involvement,Yes,City,9522
622,1622,463064,Male,Yes,33,No,Average,2.0,0,2.0,Public company,Strong involvement,No,City,18349
623,1623,464820,Female,No,25,No,Low,1.0,1,3.0,Private company,Unknown,Yes,Country-side,8261
624,1624,467382,Male,Yes,36,Yes,Average,2.0,1,2.0,Government,Strong involvement,No,City,18349
625,1625,467394,Male,No,29,No,Low,3.0,1,1.0,Private company,Some involvement,No,City,14566
626,1626,461579,Female,Yes,43,Yes,High,3.0,1,2.0,Private company,Unknown,No,City,12044
627,1627,461666,Female,Yes,35,Yes,High,2.0,1,2.0,Private company,Unknown,Yes,City,7000
628,1628,467365,Male,No,40,Yes,High,1.0,0,4.0,Private company,Unknown,No,City,8261
629,1629,463752,Female,No,28,Yes,High,2.0,0,2.0,Private company,Some involvement,Yes,City,7000
630,1630,465725,Male,No,29,Yes,High,2.0,0,2.0,Government,Strong involvement,Yes,City,7000
631,1631,461219,Female,No,28,Yes,High,3.0,0,1.0,Private company,Some involvement,No,City,17088
632,1632,464996,Male,Yes,47,No,Average,6.0,1,1.0,Private company,No involvement,No,City,18349
633,1633,466133,Female,No,21,No,High,5.0,0,1.0,Private company,Some involvement,Yes,City,15827
634,1634,466649,Male,No,19,No,High,3.0,0,1.0,Private company,Some involvement,Yes,City,8261
635,1635,461358,Male,No,42,No,High,3.0,0,2.0,Private company,No involvement,No,City,8261
636,1636,459924,Female,Yes,65,Yes,Average,2.0,1,4.0,Private company,Unknown,No,City,7000
637,1637,464347,Female,No,33,Yes,High,3.0,0,2.0,Private company,Some involvement,No,City,8261
638,1638,463813,Female,No,26,No,High,6.0,0,1.0,Private company,Strong involvement,No,City,8261
639,1639,467319,Male,No,26,Yes,High,2.0,0,2.0,Nothing,Strong involvement,No,City,17088
640,1640,463168,Female,Yes,36,Yes,Average,2.0,1,2.0,Government,Strong involvement,No,City,15827
641,1641,465281,Female,Yes,27,Yes,Average,2.0,1,2.0,Private company,Unknown,No,City,17088
642,1642,461917,Male,Yes,79,,High,1.0,0,8.0,Self-employed,Strong involvement,No,City,8261
643,1643,461245,Male,Yes,39,Yes,Low,3.0,0,2.0,,,No,City,13305
644,1644,459016,Female,No,18,No,High,6.0,0,1.0,Private company,Some involvement,No,City,7000
645,1645,460915,Male,Yes,40,No,High,4.0,0,1.0,Private company,No involvement,Yes,City,13305
646,1646,466399,Female,Yes,26,No,Low,2.0,0,2.0,Private company,No involvement,Yes,Country-side,8261
647,1647,459325,Male,Yes,26,No,Average,4.0,0,1.0,Public company,Strong involvement,No,City,18349
648,1648,467458,Female,No,28,Yes,High,2.0,0,2.0,Private company,No involvement,No,City,7000
649,1649,462848,Female,Yes,23,No,High,2.0,1,2.0,Private company,Some involvement,No,City,15827
650,1650,466759,Female,No,26,No,High,,0,,Private company,Some involvement,No,City,10783
651,1651,465630,Male,No,26,Yes,Low,1.0,1,3.0,Private company,Unknown,,,7000
652,1652,466689,Male,No,28,Yes,Low,3.0,1,1.0,Private company,Unknown,No,City,17088
653,1653,463674,Female,No,25,Yes,Low,7.0,1,1.0,Private company,Strong involvement,Yes,Country-side,7000
654,1654,464131,Female,Yes,81,No,High,2.0,1,5.0,Private company,Strong involvement,No,City,7000
655,1655,463992,Male,Yes,39,Yes,Average,2.0,1,2.0,Private company,Unknown,No,City,7000
656,1656,459296,Male,Yes,70,Yes,Average,2.0,1,4.0,Private company,Unknown,No,City,8261
657,1657,463540,Male,Yes,56,Yes,Average,3.0,1,2.0,Private company,Unknown,No,City,17088
658,1658,465252,Female,No,20,No,High,3.0,0,1.0,Private company,Some involvement,Yes,City,17088
659,1659,460934,Female,No,25,No,High,2.0,0,2.0,Government,Strong involvement,No,City,7000
660,1660,460534,Male,Yes,36,Yes,Average,4.0,1,1.0,Private company,Unknown,No,City,7000
661,1661,463446,Male,Yes,58,Yes,Average,3.0,1,2.0,Private company,Unknown,Yes,City,7000
662,1662,466459,Female,No,30,Yes,Low,5.0,1,1.0,Private company,Some involvement,No,City,10783
663,1663,460269,Male,No,31,Yes,High,,0,,Private company,Some involvement,Yes,City,17088
664,1664,466035,Female,Yes,86,Yes,Low,2.0,1,5.0,Self-employed,Strong involvement,No,City,8261
665,1665,466029,Female,No,28,No,High,1.0,0,3.0,Public company,Strong involvement,Yes,City,7000
666,1666,467401,Male,Yes,72,No,Average,,1,,Private company,No involvement,Yes,City,7000
667,1667,466859,Male,No,22,No,High,5.0,0,1.0,Private company,Some involvement,Yes,City,7000
668,1668,460438,Male,Yes,58,No,High,4.0,1,2.0,Public company,Strong involvement,Yes,City,7000
669,1669,462713,Female,No,40,Yes,Low,1.0,1,4.0,Private company,Strong involvement,Yes,City,7000
670,1670,465280,Female,Yes,37,Yes,Low,1.0,1,4.0,Private company,Unknown,No,City,7000
671,1671,465338,Male,Yes,47,Yes,Average,4.0,1,2.0,Private company,Unknown,No,City,23393
672,1672,466447,Female,Yes,49,Yes,Average,4.0,1,2.0,Private company,Unknown,Yes,City,7000
673,1673,466214,Female,Yes,88,Yes,Low,2.0,1,5.0,Self-employed,Strong involvement,No,City,7000
674,1674,463126,Female,Yes,65,Yes,Average,2.0,1,4.0,Private company,Unknown,No,City,10783
675,1675,463131,Male,Yes,66,No,Average,2.0,0,4.0,Private company,No involvement,No,City,8261
676,1676,467881,Female,No,33,Yes,High,1.0,0,4.0,Private company,Unknown,Yes,City,19610
677,1677,464520,Male,Yes,46,No,High,2.0,0,3.0,Private company,No involvement,No,City,17088
678,1678,466146,Female,Yes,41,No,Average,3.0,1,2.0,Private company,Strong involvement,No,City,17088
679,1679,465924,Female,No,28,Yes,High,2.0,0,2.0,Student,Strong involvement,No,City,7000
680,1680,461771,Male,Yes,27,Yes,Low,2.0,0,2.0,Government,Strong involvement,No,City,18349
681,1681,464694,Female,No,30,No,High,3.0,0,1.0,Private company,Strong involvement,Yes,Country-side,8261
682,1682,466418,Male,Yes,85,No,High,1.0,0,9.0,Self-employed,Strong involvement,Yes,Country-side,7000
683,1683,463539,Male,Yes,59,Yes,Average,2.0,1,3.0,Private company,Unknown,Yes,Country-side,8261
684,1684,467125,Male,Yes,46,No,Average,4.0,1,2.0,Private company,No involvement,Yes,City,8261
685,1685,461332,Male,No,30,No,Low,4.0,1,1.0,Private company,Some involvement,Yes,City,8261
686,1686,463018,Female,No,40,Yes,High,1.0,0,4.0,Nothing,Strong involvement,No,City,18349
687,1687,460828,Male,No,51,No,High,1.0,0,6.0,Private company,No involvement,No,City,8261
688,1688,464069,Female,Yes,83,Yes,Average,2.0,0,5.0,Self-employed,Strong involvement,No,City,8261
689,1689,461318,Female,Yes,56,Yes,Average,6.0,1,1.0,Private company,Unknown,Yes,City,8261
690,1690,466395,Female,Yes,37,Yes,Average,2.0,0,2.0,Government,Strong involvement,Yes,Country-side,9522
691,1691,466530,Male,No,21,No,High,4.0,0,1.0,Private company,Some involvement,,,8261
692,1692,461435,Female,Yes,45,Yes,Average,2.0,1,3.0,Private company,Unknown,No,City,17088
693,1693,466612,Female,No,21,No,High,2.0,0,2.0,Private company,Some involvement,No,City,17088
694,1694,467552,Male,Yes,53,No,Average,4.0,1,2.0,Public company,Strong involvement,No,City,7000
695,1695,464258,Female,Yes,88,No,High,2.0,1,5.0,Self-employed,Strong involvement,No,City,7000
696,1696,462975,Male,Yes,37,Yes,Average,2.0,1,2.0,Private company,No involvement,No,City,17088
697,1697,461189,Male,Yes,87,No,Low,1.0,1,9.0,Self-employed,Strong involvement,Yes,City,7000
698,1698,462515,Male,Yes,42,No,Average,5.0,1,1.0,Government,Strong involvement,No,City,13305
699,1699,461856,Female,Yes,45,Yes,High,4.0,1,2.0,Private company,Unknown,Yes,City,10783
700,1700,467588,Male,Yes,63,Yes,Average,4.0,1,2.0,Private company,Unknown,No,City,7000
701,1701,459526,Female,No,45,Yes,High,1.0,0,5.0,Private company,Some involvement,No,City,12044
702,1702,464315,Male,Yes,71,No,Average,2.0,1,4.0,Public company,Strong involvement,No,City,8261
703,1703,465759,Male,Yes,33,No,High,3.0,0,2.0,Private company,Unknown,Yes,Country-side,8261
704,1704,463233,Male,Yes,50,No,Average,5.0,1,1.0,Public company,Strong involvement,No,City,7000
705,1705,462313,Male,Yes,55,Yes,Average,2.0,1,3.0,Private company,Unknown,Yes,Country-side,8261
706,1706,464222,Male,Yes,58,Yes,High,1.0,0,6.0,Private company,Unknown,No,City,8261
707,1707,467355,Male,No,31,No,High,4.0,0,1.0,Private company,Some involvement,No,City,7000
708,1708,462684,Female,No,32,No,High,4.0,0,1.0,Private company,Some involvement,No,City,15827
709,1709,465433,Female,No,40,Yes,Low,1.0,1,4.0,Private company,Unknown,Yes,City,7000
710,1710,461278,Male,No,23,No,High,4.0,0,1.0,Private company,Some involvement,No,City,8261
711,1711,461967,Female,No,20,No,Low,4.0,1,1.0,Student,Strong involvement,Yes,City,10783
712,1712,462057,Male,Yes,40,Yes,Average,4.0,1,1.0,Private company,Unknown,Yes,City,10783
713,1713,467437,Female,Yes,76,Yes,High,2.0,1,4.0,Self-employed,Strong involvement,No,City,7000
714,1714,459910,Male,Yes,69,Yes,Low,2.0,1,4.0,Private company,Unknown,No,City,8261
715,1715,462960,Female,Yes,57,Yes,Average,2.0,1,3.0,Private company,No involvement,No,City,7000
716,1716,466215,Male,Yes,53,Yes,Average,4.0,1,2.0,Private company,Unknown,No,City,10783
717,1717,464192,Female,Yes,61,No,Average,3.0,0,3.0,Self-employed,Strong involvement,No,City,7000
718,1718,463441,Male,Yes,42,Yes,High,4.0,1,2.0,Private company,Unknown,No,City,17088
719,1719,462861,Female,No,26,Yes,High,1.0,0,3.0,Private company,Some involvement,No,City,17088
720,1720,459170,Female,No,36,Yes,Low,1.0,1,4.0,Private company,Unknown,No,City,7000
721,1721,461283,Male,No,19,No,High,4.0,0,1.0,Private company,Some involvement,No,City,8261
722,1722,467672,Female,Yes,36,Yes,Average,2.0,1,2.0,Private company,Unknown,No,City,15827
723,1723,467168,Male,Yes,46,Yes,Average,2.0,1,3.0,Private company,Unknown,Yes,City,17088
724,1724,464329,Male,Yes,81,No,High,2.0,0,5.0,Self-employed,Strong involvement,No,City,8261
725,1725,467180,Male,Yes,39,Yes,High,3.0,0,2.0,Private company,Some involvement,Yes,City,8261
726,1726,464279,Male,Yes,53,No,High,5.0,0,2.0,Public company,Strong involvement,No,City,8261
727,1727,462894,Male,Yes,43,Yes,Average,4.0,1,2.0,Private company,Unknown,Yes,City,9522
728,1728,465146,Male,Yes,58,Yes,Low,1.0,1,6.0,Private company,Unknown,No,City,18349
729,1729,462163,Female,Yes,27,Yes,Average,2.0,1,2.0,Private company,Unknown,Yes,City,12044
730,1730,462056,Female,Yes,52,Yes,Low,4.0,0,2.0,Private company,Unknown,No,City,17088
731,1731,467929,Female,Yes,42,Yes,Average,2.0,1,3.0,Private company,Unknown,No,City,8261
732,1732,464853,Male,Yes,39,No,Low,4.0,0,1.0,Public company,Strong involvement,Yes,Country-side,17088
733,1733,466778,Male,Yes,37,Yes,High,2.0,0,2.0,Private company,No involvement,Yes,City,8261
734,1734,460890,Male,Yes,47,Yes,Average,4.0,1,2.0,Private company,Unknown,Yes,City,7000
735,1735,464136,Male,Yes,69,Yes,Low,3.0,0,3.0,Private company,Unknown,No,City,7000
736,1736,462456,Male,No,18,No,High,8.0,0,1.0,Private company,Some involvement,No,City,7000
737,1737,463317,Male,Yes,72,Yes,High,1.0,0,8.0,Student,Strong involvement,No,City,7000
738,1738,467900,Female,No,37,No,High,1.0,0,4.0,Private company,Strong involvement,No,City,10783
739,1739,464565,Male,No,30,Yes,High,4.0,0,1.0,Student,Strong involvement,No,City,22132
740,1740,461833,Female,No,27,Yes,Low,,1,,Private company,Some involvement,No,City,13305
741,1741,462989,Male,,32,Yes,High,1.0,0,4.0,Private company,Some involvement,No,City,8261
742,1742,467782,Female,No,30,Yes,High,5.0,0,1.0,Private company,No involvement,Yes,City,7000
743,1743,465994,Male,No,32,No,High,3.0,0,2.0,Government,Strong involvement,Yes,City,10783
744,1744,460395,Female,No,27,Yes,High,3.0,0,1.0,Private company,No involvement,No,City,17088
745,1745,467462,Female,Yes,43,Yes,Average,5.0,1,1.0,Private company,Unknown,No,City,8261
746,1746,467120,Male,Yes,37,Yes,Low,2.0,1,2.0,Private company,Unknown,No,City,17088
747,1747,460196,Female,No,38,Yes,High,2.0,0,2.0,Private company,Some involvement,No,City,17088
748,1748,466425,Male,Yes,32,Yes,Low,2.0,0,2.0,Private company,No involvement,Yes,City,8261
749,1749,461134,Male,Yes,32,Yes,High,3.0,0,2.0,Government,Strong involvement,No,City,7000
750,1750,460721,Male,No,21,No,High,4.0,0,1.0,Private company,Some involvement,No,City,8261
751,1751,465689,Male,No,22,No,High,4.0,0,1.0,Private company,Some involvement,Yes,City,18349
752,1752,463913,Male,No,36,Yes,High,1.0,0,4.0,Government,Strong involvement,No,City,8261
753,1753,467694,Male,Yes,61,Yes,High,2.0,1,4.0,Public company,Strong involvement,No,City,7000
754,1754,459173,Male,Yes,55,Yes,Average,2.0,1,3.0,Private company,Unknown,No,City,8261
755,1755,466496,Male,Yes,72,Yes,Average,2.0,1,4.0,Private company,Unknown,No,City,7000
756,1756,459877,Male,Yes,37,Yes,Average,3.0,1,2.0,Private company,Unknown,No,City,7000
757,1757,460932,Female,No,32,Yes,High,1.0,0,4.0,Government,Strong involvement,No,City,17088
758,1758,459766,Female,No,42,Yes,High,1.0,0,5.0,Private company,Strong involvement,No,City,7000
759,1759,464532,Female,Yes,68,Yes,Average,2.0,0,4.0,Self-employed,Strong involvement,No,City,7000
760,1760,461755,Male,No,29,No,High,3.0,0,1.0,Private company,Unknown,Yes,City,8261
761,1761,465506,Male,Yes,43,Yes,Average,4.0,1,2.0,Private company,No involvement,Yes,Country-side,8261
762,1762,462979,Male,No,18,No,High,2.0,0,1.0,Government,Strong involvement,No,City,8261
763,1763,467423,Male,Yes,61,Yes,Low,1.0,1,7.0,Private company,Unknown,No,City,7000
764,1764,467652,Male,No,32,Yes,High,3.0,0,2.0,Government,Strong involvement,No,City,7000
765,1765,465240,Male,Yes,59,Yes,Average,2.0,0,3.0,Private company,Unknown,Yes,City,12044
766,1766,461650,Female,Yes,42,Yes,Low,1.0,1,5.0,Government,Strong involvement,Yes,Country-side,7000
767,1767,467309,Female,No,35,Yes,Low,1.0,1,4.0,Private company,Strong involvement,Yes,City,9522
768,1768,463872,Male,Yes,78,No,Average,2.0,0,4.0,Self-employed,Strong involvement,Yes,City,8261
769,1769,463905,Female,Yes,27,Yes,Low,4.0,0,1.0,Private company,Strong involvement,Yes,City,7000
770,1770,466125,Female,Yes,65,Yes,Low,2.0,1,4.0,Private company,Unknown,No,City,7000
771,1771,467952,Female,Yes,89,Yes,High,2.0,1,5.0,Self-employed,Strong involvement,No,City,7000
772,1772,464043,Male,Yes,51,Yes,Average,4.0,1,2.0,Private company,No involvement,No,City,8261
773,1773,466523,Male,Yes,39,Yes,High,3.0,1,2.0,Public company,Strong involvement,Yes,City,8261
774,1774,465867,Female,Yes,35,Yes,High,5.0,1,1.0,Private company,Unknown,No,City,17088
775,1775,461984,Male,Yes,42,Yes,Average,2.0,1,3.0,Private company,Unknown,No,City,9522
776,1776,464836,Female,,33,No,Average,5.0,0,1.0,Private company,Strong involvement,Yes,Country-side,15827
777,1777,460689,Male,Yes,41,,Average,2.0,0,3.0,Public company,Strong involvement,Yes,City,14566
778,1778,460211,Male,Yes,25,,High,1.0,0,3.0,Private company,Unknown,No,City,14566
779,1779,460445,Male,No,29,Yes,High,4.0,0,1.0,Private company,Strong involvement,Yes,City,7000
780,1780,467132,Female,Yes,66,Yes,Low,2.0,1,4.0,Private company,Strong involvement,No,City,7000
781,1781,463678,Female,No,32,No,Low,5.0,1,1.0,Private company,Some involvement,Yes,Country-side,8261
782,1782,466526,Male,No,33,No,Low,5.0,1,1.0,Private company,Some involvement,Yes,City,8261
783,1783,465159,Male,Yes,57,No,High,1.0,0,6.0,Private company,No involvement,No,City,7000
784,1784,465538,Male,Yes,62,No,Average,2.0,0,4.0,,,No,City,15827
785,1785,459196,Female,No,23,No,High,3.0,0,1.0,Private company,Some involvement,Yes,Country-side,8261
786,1786,466652,Female,Yes,61,Yes,Average,2.0,1,4.0,Government,Strong involvement,No,City,8261
787,1787,463503,Male,Yes,33,Yes,High,2.0,0,2.0,Private company,No involvement,Yes,City,8261
